Herb_id,Herb_Chinese,Herb_Pinyin,Herb_Latin,Herb_English,Properties_Chinese,Properties_English,Meridians_Chinese,Meridians_English,Class_Chinese,Class_English,TCMSP_id,Mol_id,Molecule_name,Molecule_formula,Molecule_weight,PubChem_CID,CAS_id,OB_score,Type,Link_ingredient_id,Herb_Aliases,Molecule_Aliases
252,龙葵,Longkui,,Solanum Nigrum Linn.,"苦,寒","Bitter,Cold",,,清热解毒药,Antipyretic Detoxicate Drugs,252.0,,,,,,,,,,龙葵,
253,龙脷叶,Longliye,Sauropi Folium,Aauropi Folium,"甘,淡,平","Sweet,Tasteless,Calm","肺,胃","Lung,Stomach",拔毒化腐生肌药,"External Medicinal (Draw Out Toxin, Resolve Putridity)",253.0,,,,,,,,,,龙脷叶,
255,芦根,Lugen,"Rhizoma Phragmitis,Phragmitis Rhizoma",Reed rhizome ,"甘,寒","Sweet,Cold","肺,胃","Lung,Stomach",清热泻火药,Fire Purging Drugs,255.0,,,,,,,,,,芦根,
256,芦荟,Luhui,Aloe,Aloe,"苦,寒","Bitter,Cold","肝,胃,大肠","Liver,Stomach,Large Intestine",攻下药,Offensive Purgative Medicinal,256.0,,,,,,,,,,芦荟,
257,鹿衔草,Luxiancao,"Herba Pyrolae Chinensis,Pyrolae Herba",all-grass Chinese pyrola,"甘,苦,温","Sweet,Bitter,Warm","肝,肾","Liver,Kidney",祛风湿散寒药,Wind-Dampnessdispelling And Colddispersing Medicinal,257.0,,,,,,,,,,鹿衔草,
258,路路通,Lulutong,"Fructus Liquidambaris,Liquidambaris Fructus",fruit of beautiful sweetgum,"苦,平","Bitter,Calm","肝,肾","Liver,Kidney",祛风湿散寒药,Wind-Dampnessdispelling And Colddispersing Medicinal,258.0,,,,,,,,,,路路通,
259,罗布麻叶,Luobumaye,Apocyni Veneti Folium,Apocyniveneti Folium,"甘,苦,凉","Sweet,Bitter,Cool",肝,Liver,平肝熄风药,Liver-Pacifying Wind-Extinguishing Medicinal,259.0,,,,,,,,,,罗布麻叶,
261,络石藤,Luoshiteng,"Caulis Trachelospermi,Trachelospermi Caulis Et Folium",stem of Chinese starjasmine,"苦,微寒","Bitter,Slightly Cold","心,肝,肾","Heart,Liver,Kidney",祛风湿清热药,Wind-Dampnessdispelling And Heatclearing Medicinal,261.0,,,,,,,,,,络石藤,
262,绿豆,Lvdou,Semen Phaseoli Radiati,mung bean,"甘,寒","Sweet,Cold","心,肝,胃","Heart,Liver,Stomach",清热解毒药,Antipyretic Detoxicate Drugs,262.0,,,,,,,,,,绿豆,
263,葎草,Lvcao,Herba Humuli Scandentis,all-grass of japanese hop,"甘,苦,寒","Sweet,Bitter,Cold","肺,肾","Lung,Kidney",清热解毒药,Antipyretic Detoxicate Drugs,263.0,,,,,,,,,,葎草,
264,麻黄,Mahuang,"Herba Ephedrae,Ephedrae Herba",Ephedra,"辛,微苦,温","Pungent,Slightly Bitter,Warm","肺,膀胱","Lung,Bladder",辛温解表药,Pungent-Warm Exterior-Releasing Medicinal,264.0,,,,,,,,,,麻黄,
265,麻黄根,Mahuanggen,"Ephedrae Radix Et Rhizoma,Radix Ephedrae",Ephedra Root,"甘,涩,平","Sweet,Astringent,Calm","心,肺","Heart,Lung",收涩药,Astringent Medicinal,265.0,,,,,,,,,,麻黄根,
266,马鞭草,Mabiancao,"Herba Verbae,Verbenae Herba",European Verbe Herb,"苦,凉","Bitter,Cool","肝,脾","Liver,Spleen",活血祛瘀药,Blood Activating Stasis Removing Drugs,266.0,,,,,,,,,,马鞭草,
267,马勃,Mabo,"Lasiosphaera Seu Calvatia,Lasiosphaera Calvatia",Puff-ball,"辛,平","Pungent,Calm",肺,Lung,清热解毒药,Antipyretic Detoxicate Drugs,267.0,,,,,,,,,,马勃,
271,马尾莲,Maweilian,Radix Et Rhizoma Thalictri,root and rhizome of Manyleaf Meadowrue,"苦,寒","Bitter,Cold","心,肝,大肠","Heart,Liver,Large Intestine",清热燥湿药,Heat-Clearing And Dampnessdrying Medicinal,271.0,,,,,,,,,,马尾莲,
272,麦芽,Maiya,"Hordei Fructus Germinatus,Fructus Hordei Germitus",Germited Barley,"甘,平","Sweet,Calm","脾,胃","Spleen,Stomach",消食药,Digestants,272.0,,,,,,,,,,麦芽,
273,满山红,Manshanhong,"Folium Rhododendri Daurici,Rhododendri Daurici Folium",Dahurian Rhododendron Leaf,"辛,苦,寒","Pungent,Bitter,Cold","肺,脾","Lung,Spleen",止咳平喘药,Antitussive Antiasthmetics,273.0,,,,,,,,,,满山红,
274,蔓荆子,Manjingzi,"Viticis Fructus,Fructus Viticis",Shrub Chastetree Fruit,"微寒,辛,苦","Minor cold,Pungent,Bitter","膀胱,胃,肝","Bladder,Stomach,Liver",辛凉解表药,Pungent Cool Diaphoretics,274.0,,,,,,,,,,蔓荆子,
275,猫眼草,Maoyancao,,Lunulatae Herba,"苦,微寒,有毒","Bitter,Slightly Cold,Toxic",,,化痰药,Phlegresolving Medicine,275.0,,,,,,,,,,猫眼草,
276,猫爪草,Maozhaocao,"Radix Ranunculi Terti,Ranunculi Ternati Radix",Catclaw Buttercup Root,"甘,辛,温","Sweet,Pungent,Warm","肝,肺","Liver,Lung",清热解毒药,Antipyretic Detoxicate Drugs,276.0,,,,,,,,,,猫爪草,
277,没药,Moyao,"Resi Myrrhae;Myrrha,Myrrha",Myrrh,"辛,苦,平","Pungent,Bitter,Calm","心,肝,脾","Heart,Liver,Spleen",活血祛瘀药,Blood Activating Stasis Removing Drugs,277.0,,,,,,,,,,没药,
278,玫瑰花,Meiguihua,"Rosae Rugosae Flos,Flos Rosae Rugosae",Rose Flower,"甘,微苦,温","Sweet,Slightly Bitter,Warm","肝,脾","Liver,Spleen",理气药,Qi Regulating Drugs,278.0,,,,,,,,,,玫瑰花,
279,梅花,Meihua,"Flos Mume,Mume Flos",Plum Flower,"微酸,平","Slightly Sour,Calm","肝,胃,肺","Liver,Stomach,Lung",理气药,Qi Regulating Drugs,279.0,,,,,,,,,,梅花,
280,猕猴桃根,Mihoutaogen,,Actinidia Chinensis Planch,"微甘,涩,凉,小毒","Slightly Sweet,Astringent,Cool,Slightly Toxic",,,清热解毒药,Antipyretic Detoxicate Drugs,280.0,,,,,,,,,,猕猴桃根,
282,绵萆薢,Mianbixie,Dioscoreae Spongiosae Rhizoma,Dioscoreae Septemlo Bae Rhizoma,"苦,平","Bitter,Calm","肾,胃","Kidney,Stomach",利水渗湿药,Diuretic Dampness Excreting Drugs,282.0,,,,,,,,,,绵萆薢,
283,墨旱莲,Mohanlian,"Ecliptae Herba,Herba Ecliptae",all-grass of Yerbadetajo,"甘,酸,寒","Sweet,Sour,Cold","肾,肝","Kidney,Liver",补阴药,Yin-Tonifying Medicinal,283.0,,,,,,,,,,墨旱莲,
284,牡丹皮,Mudanpi,"Cortex Moutan,Moutan Cortex",Tree Peony Bark,"苦,辛,微寒","Bitter,Pungent,Slightly Cold","心,肝,肾","Heart,Liver,Kidney",清热凉血药,Heat Clearing Blood Cooling Drugs,284.0,,,,,,,,,,牡丹皮,
285,牡荆叶,Mujingye,"Folium Viticis Negundo,Viticis Negundo Foliun",Hempleaf Negundo Chastetree Leaf,"微苦,辛,平","Slightly Bitter,Pungent,Calm",肺,Lung,辛凉解表药,Pungent Cool Diaphoretics,285.0,,,,,,,,,,牡荆叶,
286,牡荆子,Mujingzi,,Viticis Canbifoliae Fructus,"苦,辛,温","Bitter,Pungent,Warm","肺,大肠","Lung,Large Intestine",止咳平喘药,Antitussive Antiasthmetics,286.0,,,,,,,,,,牡荆子,
287,木鳖子,Mubiezi,Momordicae Semen,Momordicae Semen,"苦,微甘,凉,有毒","Bitter,Slightly Sweet,Cool,Toxic","肝,脾,胃","Liver,Spleen,Stomach",拔毒化腐生肌药,"External Medicinal (Draw Out Toxin, Resolve Putridity)",287.0,,,,,,,,,,木鳖子,
288,木瓜,Mugua,"Fructus Chaenomelis,Chaenomelis Fructus",fruit of Common Floweringquince,"酸,温","Sour,Warm","肝,脾","Liver,Spleen",祛风湿散寒药,Wind-Dampnessdispelling And Colddispersing Medicinal,288.0,,,,,,,,,,木瓜,
289,木蝴蝶,Muhudie,"Semen Oroxyli,Oroxyli Semen",Indian Trumpetflower Seed,"苦,甘,凉","Bitter,Sweet,Cool","肺,肝,胃","Lung,Liver,Stomach",清热解毒药,Antipyretic Detoxicate Drugs,289.0,,,,,,,,,,木蝴蝶,
290,木棉花,Mumianhua,"Gossampini Flos,Flos Gossampini",Flower of Common Bombax,"甘,淡,凉","Sweet,Tasteless,Cool",大肠,Large Intestine,拔毒化腐生肌药,"External Medicinal (Draw Out Toxin, Resolve Putridity)",290.0,,,,,,,,,,木棉花,
291,木通,Mutong,"Akebiae Caulis,Caulis Aristolochiae Seu Clematis","Akebia, Clematis stem","苦,寒","Bitter,Cold","心,小肠,膀胱","Heart,Small Intestine,Bladder",利水渗湿药,Diuretic Dampness Excreting Drugs,291.0,,,,,,,,,,木通,
292,木香,Muxiang,"Radix Aucklandiae,Aucklandiae Radix",Common Aucklandia Root,"辛,苦,温","Pungent,Bitter,Warm","脾,胃,大肠,三焦,胆","Spleen,Stomach,Large Intestine,Triple Energizers,Gallbladder",理气药,Qi Regulating Drugs,292.0,,,,,,,,,,木香,
293,木贼,Muzei,"Herba Equiseti Hiemalis,Equiseti Hiemalis Herba",Common Scouring Rush Herb,"甘,苦,平","Sweet,Bitter,Calm","肺,肝","Lung,Liver",辛凉解表药,Pungent Cool Diaphoretics,293.0,,,,,,,,,,木贼,
294,墓头回,Mutouhui,,Et Radix Patriniae Rhizoma,"苦,微酸涩,凉","Bitter,Slightly Sour,Cool","心,肝","Heart,Liver",清热解毒药,Antipyretic Detoxicate Drugs,294.0,,,,,,,,,,墓头回,
295,南瓜子,nguazi,Semen Cucurbitae Moschatae,Pumpkin seed and husks,"甘,平","Sweet,Calm",大肠,Large Intestine,驱虫药,Antiparasitic Drugs,295.0,,,,,,,,,,南瓜子,
296,南鹤虱,Nanheshi,Carotae Fructus,Fructus Carotae,"苦,辛,平,有小毒","Bitter,Pungent,Calm,Slightly Toxic","脾,胃","Spleen,Stomach",驱虫药,Antiparasitic Drugs,296.0,,,,,,,,,,南鹤虱,
297,南沙参,Nanshashen,"Radix Adenophorae,Adenophorae Radix",Fourleaf Ladybell Root,"甘,微寒","Sweet,Slightly Cold","肺,胃","Lung,Stomach",补阴药,Yin-Tonifying Medicinal,297.0,,,,,,,,,,南沙参,
298,南蛇藤果,nshetengguo,,Celastri Orbiculati Fructus,"甘,微苦,平","Sweet,Slightly Bitter,Calm",,,安神药,Tranguilizing Medicinal,298.0,,,,,,,,,,南蛇藤果,
299,南五味子,Nanwuweizi,"Schisandrae Sphenantherae 
Fructus",Schisandrae Sphentherae Fructus,"酸,甘,温","Sour,Sweet,Warm","肺,心,肾","Lung,Heart,Kidney",收涩药,Astringent Medicinal,299.0,,,,,,,,,,南五味子,
300,闹羊花,Naoyanghua,"Rhododendri Mollis Flos,Flos Rhododendri Mollis",Yellow Azalea Flower,"辛,温,有大毒","Pungent,Warm,Extremely Poisonous",肝,Liver,祛风湿散寒药,Wind-Dampnessdispelling And Colddispersing Medicinal,300.0,,,,,,,,,,闹羊花,
301,牛蒡子,Niubangzi,"Fructus Arctii Lappae,Arctil  Fructus",achene of Great Burdock,"辛,苦,寒","Pungent,Bitter,Cold","肺,胃","Lung,Stomach",辛凉解表药,Pungent Cool Diaphoretics,301.0,,,,,,,,,,牛蒡子,
302,牛大力,Niudali,,Millettiae Speciosae Radix,"甘,苦,平","Sweet,Bitter,Calm",,,止咳平喘药,Antitussive Antiasthmetics,302.0,,,,,,,,,,牛大力,
303,牛黄,Niuhuang,"Calculus Bovis,Bovis Calculus",Cow-bezoar,"甘,凉","Sweet,Cool","心,肝","Heart,Liver",开窍药,Resuscitative Stimulant; Resuscitative Medicinal,303.0,,,,,,,,,,牛黄,
304,牛膝,Niuxi,"Radix Achyranthis Bidentatae,Achyranthis Bidentatae Radix",root of Twotooth Achyranthes,"苦,甘,酸,平","Bitter,Sweet,Sour,Calm","肝,肾","Liver,Kidney",活血祛瘀药,Blood Activating Stasis Removing Drugs,304.0,,,,,,,,,,牛膝,
305,糯稻根,Nuodaogen,Radix Oryzae Glutinosae,Glutinous Rice root,"甘,平","Sweet,Calm","肺,肾","Lung,Kidney",收涩药,Astringent Medicinal,305.0,,,,,,,,,,糯稻根,
306,女贞子,Nüzhenzi,"Ligustri Lucidi Fructus,Fructus Ligustri Lucidi",fruit of Glossy privet,"甘,苦,凉","Sweet,Bitter,Cool","肝,肾","Liver,Kidney",补阴药,Yin-Tonifying Medicinal,306.0,,,,,,,,,,女贞子,
307,藕节,Oujie,"Nelumbinis Rhizomatis Nodus,Nodus Nelumbinis Rhizomatis",node of lotus rhizome,"甘,涩,平","Sweet,Astringent,Calm","肝,肺,胃","Liver,Lung,Stomach",收敛止血药,Astringent Hemostatic Medicinal,307.0,,,,,,,,,,藕节,
308,胖大海,Pangdahai,"Sterculiae Lychnophorae Semen,Semen Sterculiae Lychnophorae",Boat-fruited Sterculia Seed,"甘,寒","Sweet,Cold","肺,大肠","Lung,Large Intestine",化痰药,Phlegresolving Medicine,308.0,,,,,,,,,,胖大海,
310,枇杷叶,Pipaye,"Eriobotryae Folium,Folium Eriobotryae",Loquat Leaf,"苦,微寒","Bitter,Slightly Cold","肺,胃","Lung,Stomach",止咳平喘药,Antitussive Antiasthmetics,310.0,,,,,,,,,,枇杷叶,
311,平贝母,Pingbeimu,"Bulbus Fritillariae Ussuriensis,Fritillariae Ussuriensis Bulbus",Ussuri Fritillary Bulb,"苦,甘,微寒","Bitter,Sweet,Slightly Cold","肺,心","Lung,Heart",化痰药,Phlegresolving Medicine,311.0,,,,,,,,,,平贝母,
312,蒲黄,Puhuang,"Typhae Pollen,Pollen Typhae",pollen of longbract cattail,"甘,平","Sweet,Calm","肝,心包","Liver,Pericardium",化瘀止血药,Stasis-Resolving Hemostatic Medicinal,312.0,,,,,,,,,,蒲黄,
313,荠菜,Jicai,Herba Capsellae,all-grass of Shepherdspurse,"甘,淡,凉","Sweet,Tasteless,Cool","肝,脾,膀胱","Liver,Spleen,Bladder",利水渗湿药,Diuretic Dampness Excreting Drugs,313.0,,,,,,,,,,荠菜,
314,千斤拔,Qianjinba,Radix Moghaniae Philippinensis,root of Philippine Flemingia,"甘,辛,微涩,平","Sweet,Pungent,Slightly Astringent,Calm",,,祛风湿筋骨药,Wind-Damp-Dispelling And Sinew-Bone-Strengthening Medicinal,314.0,,,,,,,,,,千斤拔,
315,千金子,Qianjinzi,"Semen Euphorbiae,Euphorbiae Semen",Caper Euphorbia Seed,"辛,温,有毒","Pungent,Warm,Toxic","肝,肾,大肠","Liver,Kidney,Large Intestine",通水药,Drastic Purgatives,315.0,,,,,,,,,,千金子,
316,千年健,Qiannianjian,"Homalomenae Rhizoma,Rhizoma Homalomee Occultae",rhizome of Obscured Homalome,"苦,辛,温","Bitter,Pungent,Warm","肝,肾","Liver,Kidney",祛风湿筋骨药,Wind-Damp-Dispelling And Sinew-Bone-Strengthening Medicinal,316.0,,,,,,,,,,千年健,
317,千日红,Qianrihong,Flos Gomphree,flower of Globeamaranth,"甘,微咸,平","Sweet,Slightly Salty,Calm",,,止咳平喘药,Antitussive Antiasthmetics,317.0,,,,,,,,,,千日红,
318,牵牛子,Qianniuzi,"Pharbitidis Semen,Semen Pharbitidis",Pharbitis seed,"苦,寒,有毒","Bitter,Cold,Toxic","肺,肾,大肠","Lung,Kidney,Large Intestine",通水药,Drastic Purgatives,318.0,,,,,,,,,,牵牛子,
319,前胡,Qianhu,"Peucedani Radix,Radix Peucedani",root of Grand Hogfennel,"苦,辛,微寒","Bitter,Pungent,Slightly Cold",肺,Lung,化痰药,Phlegresolving Medicine,319.0,,,,,,,,,,前胡,
320,芡实,Qianshi,"Semen Euryales,Euryales Semen",seed of Gordon Euryale,"甘,涩,平","Sweet,Astringent,Calm","脾,肾","Spleen,Kidney",收涩药,Astringent Medicinal,320.0,,,,,,,,,,芡实,
321,茜草,Qiancao,"Rubiae Radix Et Rhizoma,Radix Rubiae",root of Tali Madder,"苦,寒","Bitter,Cold",肝,Liver,化瘀止血药,Stasis-Resolving Hemostatic Medicinal,321.0,,,,,,,,,,茜草,
322,羌活,Qianghuo,"Radix Et Rhizoma Notopterygii,Notopterygii Rhizoma Et Radix",Root and rhizome of Incised Notoptergium,"辛,苦,温","Pungent,Bitter,Warm","膀胱,肾","Bladder,Kidney",辛温解表药,Pungent-Warm Exterior-Releasing Medicinal,322.0,,,,,,,,,,羌活,
324,秦艽,Qinjiao,"Radix Gentiae Macrophyllae,Gentianae Macrophyllae Radix",root of Largeleaf Gentian,"辛,苦,平","Pungent,Bitter,Calm","胃,肝,胆","Stomach,Liver,Gallbladder",祛风湿清热药,Wind-Dampnessdispelling And Heatclearing Medicinal,324.0,,,,,,,,,,秦艽,
325,秦皮,Qinpi,"Cortex Fraxini,Fraxini Cortex",bark of Largeleaf Chinese Ash,"苦,涩,寒","Bitter,Astringent,Cold","肝,胆,大肠","Liver,Gallbladder,Large Intestine",清热燥湿药,Heat-Clearing And Dampnessdrying Medicinal,325.0,,,,,,,,,,秦皮,
326,青黛,Qingdai,"Indigo Naturalls,Indigo Turalis",tural Indigo,"咸,寒","Salty,Cold",肝,Liver,清热解毒药,Antipyretic Detoxicate Drugs,326.0,,,,,,,,,,青黛,
327,青风藤,Qingfengteng,Sinomenii Caulis,Caulis Sinomenii,"苦,辛,平","Bitter,Pungent,Calm","肝,脾","Liver,Spleen",祛风湿散寒药,Wind-Dampnessdispelling And Colddispersing Medicinal,327.0,,,,,,,,,,青风藤,
328,青果,Qingguo,Canarii Fructus,Carii Fructus,"甘,酸,平","Sweet,Sour,Calm","肺,胃","Lung,Stomach",清热解毒药,Antipyretic Detoxicate Drugs,328.0,,,,,,,,,,青果,
329,青蒿,Qinghao,"Artemisiae Annuae Herba,Herba Artemisiae Annuae",Sweet Wormwood Herb,"苦,辛,寒","Bitter,Pungent,Cold","肝,胆","Liver,Gallbladder",清虚热药,Asthenic Heat Dispelling Drugs,329.0,,,,,,,,,,青蒿,
330,青皮,Qingpi,"Citri Reticulatae Pericarpium Viride,Pericarpium Citri Reticulatae Viride",Green Tangerine Peel,"苦,辛,温","Bitter,Pungent,Warm","肝,胆,胃","Liver,Gallbladder,Stomach",理气药,Qi Regulating Drugs,330.0,,,,,,,,,,青皮,
331,青葙子,Qingxiangzi,Celosiae Semen,Celosiae Semen,,"Bitter,Slightly Cold",肝,Liver,清热泻火药,Fire Purging Drugs,331.0,,,,,,,,,,青葙子,
332,青叶胆,Qingyedan,"Swertiae Mileensis Herba,Herba Swertiae",All - grass of Mile Swertia,"苦,甘,寒","Bitter,Sweet,Cold","肝,胆,膀胱","Liver,Gallbladder,Bladder",利水渗湿药,Diuretic Dampness Excreting Drugs,332.0,,,,,,,,,,青叶胆,
333,苘麻子,Qingmazi,"Abutili Semen,Semen Abutili",Chingma Abutilon Seed,"苦,平","Bitter,Calm","大肠,小肠,膀胱","Large Intestine,Small Intestine,Bladder",利水渗湿药,Diuretic Dampness Excreting Drugs,333.0,,,,,,,,,,苘麻子,
334,瞿麦,Qumai,"Dianthi Herba,Herba Dianthi",all-grass of Lilac Pink,"苦,寒","Bitter,Cold","心,小肠","Heart,Small Intestine",利水渗湿药,Diuretic Dampness Excreting Drugs,334.0,,,,,,,,,,瞿麦,
335,拳参,Quanshen,"Bistortae Rhizoma,Rhizoma Bistortae",rhizome of Bistort,"苦,涩,微寒","Bitter,Astringent,Slightly Cold","肺,肝,大肠","Lung,Liver,Large Intestine",清热解毒药,Antipyretic Detoxicate Drugs,335.0,,,,,,,,,,拳参,
336,人参,Renshen,"Ginseng Radix Et Rhizoma,Radix Ginseng",Ginseng,"甘,微苦,微温","Sweet,Slightly Bitter,Slightly Warm","脾,肺,心,肾","Spleen,Lung,Heart,Kidney",补气药,Qi Reinforcing Drugs,336.0,,,,,,,,,,人参,
337,人参叶,Renshenye,"Ginseng Folium,Folium Ginseng",Ginseng Leaf,"苦,甘,寒","Bitter,Sweet,Cold","肺,胃","Lung,Stomach",补气药,Qi Reinforcing Drugs,337.0,,,,,,,,,,人参叶,
338,肉苁蓉,Roucongrong,"Herba Cistanches,Cistanches Herba",Desertliving Cistanche,"甘,咸,温","Sweet,Salty,Warm","肾,大肠","Kidney,Large Intestine",补阳药,Yang Reinforcing Drugs,338.0,,,,,,,,,,肉苁蓉,
339,肉豆蔻,Roudoukou,"Semen Myristicae,Myristicae Semen",Nutmeg,"辛,温","Pungent,Warm","脾,胃,大肠","Spleen,Stomach,Large Intestine",收涩药,Astringent Medicinal,339.0,,,,,,,,,,肉豆蔻,
340,肉桂,Rougui,"Cortex Cinmomi,Cinnamomi Cortex",Cassia Bark,"辛,甘,大热","Pungent,Sweet,Big Hot","肾,脾,心,肝","Kidney,Spleen,Heart,Liver",温里药,Warming Interior Drugs,340.0,,,,,,,,,,肉桂,
341,乳香,Ruxiang,"Olibanum,Resi Oliani",Frankincense,"辛,苦,温","Pungent,Bitter,Warm","心,肝,脾","Heart,Liver,Spleen",活血祛瘀药,Blood Activating Stasis Removing Drugs,341.0,,,,,,,,,,乳香,
342,蕤仁,Ruiren,"Prinsepiae Nux,Nux Prinsepiae",Hedge Prinsepia Nut,"甘,微寒","Sweet,Slightly Cold",肝,Liver,辛凉解表药,Pungent Cool Diaphoretics,342.0,,,,,,,,,,蕤仁,
343,三白草,Sanbaicao,"Saururi Herba,Rhizoma Seu Herba Saururi",Chinese Lizardtail Rhizome or Herb,"甘,辛,寒","Sweet,Pungent,Cold","肺,膀胱","Lung,Bladder",利水渗湿药,Diuretic Dampness Excreting Drugs,343.0,,,,,,,,,,三白草,
344,三分三,Sanfensan,,Anisodus Acutangulus C. Y. Wu Et C .Chen Ex C. Che,"苦,辛,温,大毒","Bitter,Pungent,Warm,Extremely Poisonous",,,祛风湿散寒药,Wind-Dampnessdispelling And Colddispersing Medicinal,344.0,,,,,,,,,,三分三,
345,三棱,Sanleng,"Rhizoma Sparganii,Sparganii Rhizoma",Common Burreed Tuber,"辛,苦,平","Pungent,Bitter,Calm","肝,脾","Liver,Spleen",活血祛瘀药,Blood Activating Stasis Removing Drugs,345.0,,,,,,,,,,三棱,
346,三七,Sanqi,"Radix Notoginseng,Notoginseng Radix Et Rhizoma",Sanchi,"甘,微苦,温","Sweet,Slightly Bitter,Warm","肝,胃","Liver,Stomach",化瘀止血药,Stasis-Resolving Hemostatic Medicinal,346.0,,,,,,,,,,三七,
347,三七花,Sanqihua,,Notoginseng Flos,"甘,微苦,凉","Sweet,Slightly Bitter,Cool",,,清热解毒药,Antipyretic Detoxicate Drugs,347.0,,,,,,,,,,三七花,
349,桑寄生,Sangjisheng,"Herba Taxilli,Taxilli Herba",Chinese Taxillus Herb,"苦,甘,平","Bitter,Sweet,Calm","肝,肾","Liver,Kidney",祛风湿筋骨药,Wind-Damp-Dispelling And Sinew-Bone-Strengthening Medicinal,349.0,,,,,,,,,,桑寄生,
350,桑椹,Sangshen,"Mori Fructus,Fructus Mori",Mulberry Fruit,"甘,酸,寒","Sweet,Sour,Cold","心,肝,肾","Heart,Liver,Kidney",补阴药,Yin-Tonifying Medicinal,350.0,,,,,,,,,,桑椹,
351,桑叶,Sangye,"Mori Folium,Folium Mori",Mulberry Leaf,"甘,苦,寒","Sweet,Bitter,Cold","肺,肝","Lung,Liver",辛凉解表药,Pungent Cool Diaphoretics,351.0,,,,,,,,,,桑叶,
352,桑枝,Sangzhi,"Ramulus Mori,Mori Ramulus",Mulberry Twig,"微苦,平","Slightly Bitter,Calm",肝,Liver,祛风湿清热药,Wind-Dampnessdispelling And Heatclearing Medicinal,352.0,,,,,,,,,,桑枝,
353,沙棘,Shaji,"Fructus Hippophae,Hippophae Fructus",fruit of seabuckthorn,"酸,涩,温","Sour,Astringent,Warm","脾,胃,肺,心","Spleen,Stomach,Lung,Heart",化痰药,Phlegresolving Medicine,353.0,,,,,,,,,,沙棘,
354,沙苑子,Shayuanzi,"Astragali Complanati Semen,Semen Astragali Complati",Flatstem Milkvetch Seed,"甘,温","Sweet,Warm","肝,肾","Liver,Kidney",补阳药,Yang Reinforcing Drugs,354.0,,,,,,,,,,沙苑子,
355,砂仁,Sharen,"Amomi Fructus,Fructus Amomi",Villous Amomum Fruit,"辛,温","Pungent,Warm","脾,胃,肾","Spleen,Stomach,Kidney",化湿药,Dampness Removing Drugs,355.0,,,,,,,,,,砂仁,
356,山慈菇,Shancigu,"Cremastrae Pseudobulbus
Pleiones Pseudobulbus,Pseudobulbus Cremastrae Seu Pleiones",Appendiculate Cremastra Pseudobulb or Common Pleione Pseudobulb,"甘,微辛,凉","Sweet,Slightly Pungent,Cool","肝,脾","Liver,Spleen",清热解毒药,Antipyretic Detoxicate Drugs,356.0,,,,,,,,,,山慈菇,
357,山豆根,Shandougen,"Radix Sophorae Tonkinensis,Sophorae Tonkinensis Radix Et Rhizoma",Vietmese Sophora Root,"苦,寒,有毒","Bitter,Cold,Toxic","肺,胃","Lung,Stomach",清热解毒药,Antipyretic Detoxicate Drugs,357.0,,,,,,,,,,山豆根,
358,山柰,Shannai,"Rhizoma Kaempferiae,Kaempferiae Rhizoma",Galanga Resurrectionlily Rhizome,"辛,温","Pungent,Warm",胃,Stomach,温里药,Warming Interior Drugs,358.0,,,,,,,,,,山柰,
359,山药,Shanyao,"Rhizoma Dioscoreae,Dioscoreae Rhizoma",Common Yam Rhizome,"甘,平","Sweet,Calm","脾,肺,肾","Spleen,Lung,Kidney",补气药,Qi Reinforcing Drugs,359.0,,,,,,,,,,山药,
360,山楂叶,Shanzha,Crataegi Folium,Crataegi Folium,"酸,平","Sour,Calm",肝,Liver,活血祛瘀药,Blood Activating Stasis Removing Drugs,360.0,,,,,,,,,,山楂叶,
361,山茱萸,Shanzhuyu,"Fructus Corni,Corni Fructus",Asiatic Cornelian Cherry Fruit,"酸,涩,微温","Sour,Astringent,Slightly Warm","肝,肾","Liver,Kidney",收涩药,Astringent Medicinal,361.0,,,,,,,,,,山茱萸,
362,商陆,Shanglu,"Radix Phytolaccae,Phytolaccae Radix",Pokeberry Root,"苦,寒,有毒","Bitter,Cold,Toxic","肺,脾,肾,大肠","Lung,Spleen,Kidney,Large Intestine",通水药,Drastic Purgatives,362.0,,,,,,,,,,商陆,
363,蛇床子,Shechuangzi,"Cnidii Fructus,Fructus Cnidii",Common Cnidium Fruit,"辛,苦,温,有小毒","Pungent,Bitter,Warm,Slightly Toxic",肾,Kidney,解毒杀虫燥湿止痒药,Medicinal For Detoxification、Parasiticide、Drying Dampness And Relieving Itching,363.0,,,,,,,,,,蛇床子,
364,射干,Shegan,"Belamcandae Rhizoma,Rhizoma Belamcandae",Blackberrylily Rhizome,"苦,寒","Bitter,Cold",肺,Lung,清热解毒药,Antipyretic Detoxicate Drugs,364.0,,,,,,,,,,射干,
365,伸筋草,Shenjincao,"Herba Lycopodii,Lycopodii Herba",Common Clubmoss Herb,"微苦,辛,温","Slightly Bitter,Pungent,Warm","肝,脾,肾","Liver,Spleen,Kidney",祛风湿散寒药,Wind-Dampnessdispelling And Colddispersing Medicinal,365.0,,,,,,,,,,伸筋草,
366,升麻,Shengma,"Cimicifugae Rhizoma,Rhizoma Cimicifugae",Largetrifoliolious Bugbane Rhizome,"辛,微甘,微寒","Pungent,Slightly Sweet,Slightly Cold","肺,脾,胃,大肠","Lung,Spleen,Stomach,Large Intestine",辛凉解表药,Pungent Cool Diaphoretics,366.0,,,,,,,,,,升麻,
